stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
890549,,Innes Estate,,-19.252935,146.687607,,,0,
890550,,Woodlands Caravan Park,,-19.240358,146.664825,,,0,
890551,,Mt Low Parkway / Bruce Hwy,,-19.238554,146.66481,,,0,
890552,,Mt Low Parkway  890552,,-19.228624,146.669922,,,0,
890553,,Mt Low Parkway 890553,,-19.224104,146.669891,,,0,
890554,,Mt Low Parkway  890554,,-19.22003,146.669998,,,0,
890555,,Mt Low Parkway - 890555,,-19.211857,146.670227,,,0,
890556,,Mt Low Parkway 890556,,-19.209385,146.670303,,,0,
890557,,Lionel Turner Dr,,-19.202063,146.673279,,,0,
890558,,Mt Low Parkway,,-19.194513,146.675308,,,0,
890559,,Weir Court,,-19.189922,146.667694,,,0,
890560,,Coutts Drive,,-19.18965,146.670471,,,0,
890561,,Mahogany Court,,-19.192957,146.672699,,,0,
890562,,Bushland Beach,,-19.191786,146.677078,,,0,
890563,,Mt Low Parkway,,-19.193834,146.67572,,,0,
890564,,Balsam St,,-19.19519,146.677567,,,0,
890565,,Marina Dr,,-19.196684,146.680099,,,0,
890566,,Mt Low Parkway 890566,,-19.209156,146.670563,,,0,
890567,,Mt Low Parkway 890567,,-19.213648,146.670441,,,0,
890568,,Mt Low Parkway  890568,,-19.219936,146.670273,,,0,
890569,,Mt Low Parkway  890569,,-19.223787,146.670212,,,0,
890570,,Shoalmarra Dr,,-19.227749,146.670212,,,0,
890571,,Equardo Road,,-19.231001,146.670059,,,0,
890572,,Frendon Pde,,-19.233675,146.668289,,,0,
890573,,Bonnett Rd,,-19.235966,146.666458,,,0,
890574,,Mt Low Parkway / Bruce Highway,,-19.238514,146.665131,,,0,
