shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
8950023,-26.9430970067,152.564738637,10001
8950023,-26.9430488817,152.565235463,10002
8950023,-26.9428594867,152.567357741,10003
8950023,-26.9426749848,152.569318813,10004
8950023,-26.942561888,152.57012817,10005
8950023,-26.9424493357,152.570524498,10006
8950023,-26.9418546602,152.572110346,10007
8950023,-26.9415553637,152.572854918,10008
8950023,-26.9415168556,152.572958822,10009
8950023,-26.9415168556,152.572958822,20001
8950023,-26.9403086651,152.576194993,20002
8950023,-26.9382000689,152.581798672,20003
8950023,-26.9380304915,152.582767354,20004
8950023,-26.9380448353,152.583955966,20005
8950023,-26.9382429038,152.584685564,20006
8950023,-26.9388647031,152.586747347,20007
8950023,-26.938949619,152.587380661,20008
8950023,-26.9389356631,152.587857189,20009
8950023,-26.9388506543,152.588427659,20010
8950023,-26.9387795369,152.588808695,20011
8950023,-26.9385822021,152.589252644,20012
8950023,-26.9383283089,152.589807604,20013
8950023,-26.9380170282,152.590188499,20014
8950023,-26.937437292,152.590774851,20015
8950023,-26.9369849314,152.591075662,20016
8950023,-26.9360226591,152.591758071,20017
8950023,-26.935161275,152.592361534,20018
8950023,-26.9343827639,152.592900223,20019
8950023,-26.9337331426,152.593363902,20020
8950023,-26.9330349429,152.593889194,20021
8950023,-26.9324867813,152.594472366,20022
8950023,-26.9320083213,152.595119751,20023
8950023,-26.9314570619,152.596199514,20024
8950023,-26.9311735283,152.597134275,20025
8950023,-26.9310047445,152.598101865,20026
8950023,-26.9306229514,152.600686887,20027
8950023,-26.9302550525,152.603413869,20028
8950023,-26.9300995343,152.60462012,20029
8950023,-26.9300432451,152.605476498,20030
8950023,-26.9300425732,152.606205767,20031
8950023,-26.9300859182,152.606856315,20032
8950023,-26.9308211128,152.611518483,20033
8950023,-26.9312733188,152.614436045,20034
8950023,-26.931428157,152.615593898,20035
8950023,-26.9314142754,152.616132843,20036
8950023,-26.9312588163,152.61706813,20037
8950023,-26.9310050689,152.617717677,20038
8950023,-26.9306649499,152.618480327,20039
8950023,-26.9301560257,152.619590043,20040
8950023,-26.9299021303,152.620524637,20041
8950023,-26.9298305258,152.621429407,20042
8950023,-26.9298451199,152.622158624,20043
8950023,-26.9299717496,152.622919701,20044
8950023,-26.9301703076,152.623569741,20045
8950023,-26.9303965559,152.624108891,20046
8950023,-26.9309056772,152.625093333,20047
8950023,-26.9312870227,152.62590193,20048
8950023,-26.9317109013,152.627091147,20049
8950023,-26.9319226481,152.627614243,20050
8950023,-26.9321921781,152.628138158,20051
8950023,-26.9335068486,152.629897638,20052
8950023,-26.9339033817,152.630310348,20053
8950023,-26.9345391712,152.630723289,20054
8950023,-26.9348934227,152.630850064,20055
8950023,-26.9354715412,152.630961002,20056
8950023,-26.9365752045,152.631103472,20057
8950023,-26.9371834062,152.631325122,20058
8950023,-26.9375793986,152.631532354,20059
8950023,-26.938129532,152.631990924,20060
8950023,-26.9384545685,152.632340426,20061
8950023,-26.9388089069,152.63284799,20062
8950023,-26.9390348741,152.633292509,20063
8950023,-26.9392613731,152.633942529,20064
8950023,-26.9393604031,152.634529499,20065
8950023,-26.9393866227,152.635940724,20066
8950023,-26.93942998,152.639111751,20067
8950023,-26.939562309,152.644291178,20068
8950023,-26.9396289302,152.647453076,20069
8950023,-26.9396200569,152.648238845,20070
8950023,-26.9394867915,152.649107604,20071
8950023,-26.9390478374,152.650496092,20072
8950023,-26.9381996486,152.652892169,20073
8950023,-26.9365871545,152.657701087,20074
8950023,-26.9355850921,152.661489645,20075
8950023,-26.9343398299,152.666325456,20076
8950023,-26.9341987876,152.667006815,20077
8950023,-26.9340575954,152.66916288,20078
8950023,-26.934049617,152.669611158,20079
8950023,-26.934049617,152.669611158,30001
8950023,-26.934029814,152.670795816,30002
8950023,-26.9338462388,152.677313656,30003
8950023,-26.9337332074,152.678424034,30004
8950023,-26.933435656,152.679787767,30005
8950023,-26.9330018605,152.681596096,30006
8950023,-26.9328851598,152.682294485,30007
8950023,-26.93281363,152.683006849,30008
8950023,-26.9328291318,152.683880138,30009
8950023,-26.9340591767,152.690144218,30010
8950023,-26.9341427969,152.690809825,30011
8950023,-26.9341428645,152.691666043,30012
8950023,-26.9340300349,152.69250645,30013
8950023,-26.9327707785,152.697628981,30014
8950023,-26.932403749,152.698676545,30015
8950023,-26.9320080091,152.699388748,30016
8950023,-26.9316119657,152.699959926,30017
8950023,-26.9301698144,152.701530064,30018
8950023,-26.9297879399,152.701974271,30019
8950023,-26.9293779748,152.702799298,30020
8950023,-26.9291103896,152.703497031,30021
8950023,-26.9284654325,152.7059363,30022
8950023,-26.9283875132,152.706238682,30023
8950023,-26.9283875132,152.706238682,40001
8950023,-26.9272258436,152.710762251,40002
8950023,-26.9268358583,152.712555146,40003
8950023,-26.9262822189,152.715136108,40004
8950023,-26.9259428766,152.716548109,40005
8950023,-26.9245426534,152.720226997,40006
8950023,-26.9238647196,152.722114195,40007
8950023,-26.9235821857,152.723064699,40008
8950023,-26.923463412,152.72373177,40009
8950023,-26.923463412,152.72373177,50001
8950023,-26.9233562465,152.724334349,50002
8950023,-26.9232711178,152.725127239,50003
8950023,-26.9231438952,152.727030185,50004
8950023,-26.9229717712,152.730487372,50005
8950023,-26.9230587854,152.731613236,50006
8950023,-26.9233414907,152.734056087,50007
8950023,-26.9234000886,152.736415871,50008
8950023,-26.9234000886,152.736415871,60001
8950023,-26.9234059757,152.736667663,60002
8950023,-26.9234435553,152.737454216,60003
8950023,-26.9236236168,152.738638295,60004
8950023,-26.9240504033,152.740450323,60005
8950023,-26.9250401485,152.743030614,60006
8950023,-26.9266688585,152.747502143,60007
8950023,-26.9270896,152.748517527,60008
8950023,-26.9270896,152.748517527,70001
8950023,-26.9275039909,152.749519839,70002
8950023,-26.9276403164,152.750025182,70003
8950023,-26.9283177221,152.751705824,70004
8950023,-26.9290539046,152.753449817,70005
8950023,-26.9300722556,152.755480299,70006
8950023,-26.9306924095,152.756459053,70007
8950023,-26.9311258726,152.757034293,70008
8950023,-26.9317059149,152.757794566,70009
8950023,-26.9318009192,152.757913224,70010
8950023,-26.9318009192,152.757913224,80001
8950023,-26.932101311,152.758287299,80002
8950023,-26.9331189289,152.759397199,80003
8950023,-26.9338117099,152.760094806,80004
8950023,-26.9347602391,152.760934922,80005
8950023,-26.9356371431,152.761600934,80006
8950023,-26.9383513511,152.763329894,80007
8950023,-26.9390022371,152.763822142,80008
8950023,-26.9394120544,152.764312883,80009
8950023,-26.9400285675,152.765310913,80010
8950023,-26.9409358529,152.766889613,80011
8950023,-26.941072524,152.767094837,80012
8950023,-26.941072524,152.767094837,90001
8950023,-26.9414481425,152.767659208,90002
8950023,-26.942167586,152.76867419,90003
8950023,-26.9429318805,152.769514814,90004
8950023,-26.9434690339,152.770037571,90005
8950023,-26.9449815858,152.771306867,90006
8950023,-26.9452798983,152.771533942,90007
8950023,-26.9452798983,152.771533942,100001
8950023,-26.9470598289,152.772893411,100002
8950023,-26.9476819403,152.773479502,100003
8950023,-26.9488415171,152.774795936,100004
8950023,-26.949703713,152.775906455,100005
8950023,-26.9500292716,152.776239281,100006
8950023,-26.9502407419,152.776365803,100007
8950023,-26.9503536743,152.776412931,100008
8950023,-26.951046547,152.776651342,100009
8950023,-26.9522913415,152.777062962,100010
8950023,-26.9524331668,152.777111042,100011
8950023,-26.9526156445,152.777174155,100012
8950023,-26.952956175,152.777270203,100013
8950023,-26.9531395555,152.777333315,100014
8950023,-26.9539877928,152.777618784,100015
8950023,-26.9539078448,152.777876859,100016
8950023,-26.9543992663,152.778045156,100017
8950023,-26.9543992663,152.778045156,110001
8950023,-26.9547533786,152.77816637,110002
8950023,-26.9548278941,152.777898228,110003
8950023,-26.9551973425,152.778011352,110004
8950023,-26.9563987225,152.778376741,110005
8950023,-26.960279986,152.779442189,110006
8950023,-26.9605771522,152.779522214,110007
8950023,-26.9609719546,152.779683662,110008
8950023,-26.9623301347,152.780440728,110009
8950023,-26.9629184186,152.780776117,110010
8950023,-26.9629184186,152.780776117,120001
8950023,-26.9651152114,152.782027328,120002
8950023,-26.9660352768,152.782645232,120003
8950023,-26.9689012057,152.785165855,120004
8950023,-26.9689012057,152.785165855,130001
8950023,-26.9691733309,152.785405155,130002
8950023,-26.9711080676,152.78713162,130003
8950023,-26.9748145984,152.789733537,130004
8950023,-26.9752945379,152.79008332,130005
8950023,-26.9771192932,152.791351656,130006
8950023,-26.9774003871,152.791557717,130007
8950023,-26.9781803275,152.792081298,130008
8950023,-26.978667475,152.792425042,130009
8950023,-26.978667475,152.792425042,140001
8950023,-26.9803141912,152.793587966,140002
8950023,-26.9816723916,152.794411837,140003
8950023,-26.9826670601,152.794838324,140004
8950023,-26.9826670601,152.794838324,150001
8950023,-26.9829299555,152.794950716,150002
8950023,-26.9838486696,152.795299752,150003
8950023,-26.9843998519,152.795602093,150004
8950023,-26.9848950083,152.795871281,150005
8950023,-26.9855167723,152.796284355,150006
8950023,-26.9859840755,152.796648331,150007
8950023,-26.9866241786,152.797258907,150008
8950023,-26.9871161167,152.797804248,150009
8950023,-26.9874172631,152.798149383,150010
8950023,-26.9874172631,152.798149383,160001
8950023,-26.9886236531,152.799534978,160002
8950023,-26.9889628211,152.799954633,160003
8950023,-26.9892740678,152.800422714,160004
8950023,-26.9898106389,152.801255231,160005
8950023,-26.9901425917,152.801683979,160006
8950023,-26.991271283,152.803056678,160007
8950023,-26.9918600821,152.80380145,160008
8950023,-26.9922981214,152.804561608,160009
8950023,-26.9924819735,152.804974504,160010
8950023,-26.9927792278,152.805783289,160011
8950023,-26.9929911402,152.806908687,160012
8950023,-26.9930330045,152.807812652,160013
8950023,-26.9929618994,152.808638198,160014
8950023,-26.9927547226,152.809659493,160015
8950023,-26.9927547226,152.809659493,170001
8950023,-26.9927080857,152.809890367,170002
8950023,-26.992666249,152.810333887,170003
8950023,-26.9926942298,152.811000024,170004
8950023,-26.9927357933,152.811698389,170005
8950023,-26.9926795483,152.812174184,170006
8950023,-26.9925672388,152.81258557,170007
8950023,-26.9924250309,152.8129194,170008
8950023,-26.9921988966,152.813283604,170009
8950023,-26.9919447743,152.81364886,170010
8950023,-26.9917898812,152.813950457,170011
8950023,-26.9916622817,152.814410239,170012
8950023,-26.9916339948,152.814869857,170013
8950023,-26.9917473518,152.815250632,170014
8950023,-26.9919167059,152.815647443,170015
8950023,-26.9922142223,152.816011795,170016
8950023,-26.9925531259,152.816266227,170017
8950023,-26.9929767925,152.816439896,170018
8950023,-26.9940219356,152.816852427,170019
8950023,-26.9947005572,152.817295794,170020
8950023,-26.9950539655,152.817597582,170021
8950023,-26.9953786457,152.818026409,170022
8950023,-26.9956466071,152.818581314,170023
8950023,-26.9959021694,152.81932572,170024
8950023,-26.9961701668,152.819912882,170025
8950023,-26.9964813782,152.820405238,170026
8950023,-26.9983183125,152.822958335,170027
8950023,-26.9988827077,152.823765784,170028
8950023,-26.9991378694,152.824210878,170029
8950023,-26.9994060433,152.824956309,170030
8950023,-26.9995624149,152.825827903,170031
8950023,-26.9995623539,152.826510254,170032
8950023,-26.999532572,152.82725514,170033
8950023,-26.9995187864,152.82779439,170034
8950023,-26.9995897505,152.828237759,170035
8950023,-26.9998017534,152.828841173,170036
8950023,-27.0001690449,152.829444354,170037
8950023,-27.0005649551,152.82982374,170038
8950023,-27.0010447375,152.830126401,170039
8950023,-27.0030800364,152.831092976,170040
8950023,-27.004931052,152.831981239,170041
8950023,-27.0054677646,152.832330202,170042
8950023,-27.0057371163,152.8325828,170043
8950023,-27.0059631508,152.832852598,170044
8950023,-27.006202915,152.833280628,170045
8950023,-27.0063442858,152.833724932,170046
8950023,-27.0064286815,152.834089691,170047
8950023,-27.0065417908,152.8350733,170048
8950023,-27.0065696725,152.835754644,170049
8950023,-27.0066686927,152.836277635,170050
8950023,-27.0068949037,152.836705695,170051
8950023,-27.0071499512,152.837087347,170052
8950023,-27.0074609001,152.837404411,170053
8950023,-27.0079689817,152.837991332,170054
8950023,-27.0079798298,152.838003412,170055
8950023,-27.0079798298,152.838003412,180001
8950023,-27.009057329,152.839132831,180002
8950023,-27.0095943118,152.839734846,180003
8950023,-27.0101167767,152.8402754,180004
8950023,-27.0109092626,152.840877067,180005
8950023,-27.011686185,152.841290266,180006
8950023,-27.0124466382,152.841510962,180007
8950023,-27.0150349127,152.842125261,180008
8950023,-27.0151902454,152.842162342,180009
8950023,-27.0158396651,152.842400342,180010
8950023,-27.0166310091,152.842796412,180011
8950023,-27.0173366516,152.843256115,180012
8950023,-27.0179592836,152.843764325,180013
8950023,-27.0184111674,152.844176002,180014
8950023,-27.018807073,152.844587759,180015
8950023,-27.0193296396,152.84523826,180016
8950023,-27.0199382511,152.846141679,180017
8950023,-27.0203758227,152.846682427,180018
8950023,-27.0209406924,152.847220991,180019
8950023,-27.0215912625,152.847695935,180020
8950023,-27.023187582,152.848600077,180021
8950023,-27.02372519,152.848981434,180022
8950023,-27.0244165515,152.849614621,180023
8950023,-27.0247139978,152.849996305,180024
8950023,-27.0254346668,152.85102667,180025
8950023,-27.025886713,152.851612811,180026
8950023,-27.0264940654,152.852215891,180027
8950023,-27.0273849112,152.852818609,180028
8950023,-27.028627702,152.853262597,180029
8950023,-27.0290376802,152.85334171,180030
8950023,-27.0300128452,152.853421097,180031
8950023,-27.0309881579,152.85364264,180032
8950023,-27.0314569311,152.853827539,180033
8950023,-27.032039592,152.8541363,180034
8950023,-27.0325418556,152.854403832,180035
8950023,-27.0354680091,152.856165459,180036
8950023,-27.0360472382,152.856655729,180037
8950023,-27.0377706339,152.858289923,180038
8950023,-27.039211814,152.859416354,180039
8950023,-27.0395507154,152.859748658,180040
8950023,-27.0398047007,152.860033681,180041
8950023,-27.0399747683,152.860367206,180042
8950023,-27.04006003,152.860764357,180043
8950023,-27.0400738239,152.861018424,180044
8950023,-27.0400740884,152.861286622,180045
8950023,-27.0400014742,152.861812018,180046
8950023,-27.0400014742,152.861812018,190001
8950023,-27.0397908043,152.863348869,190002
8950023,-27.0397489085,152.863904473,190003
8950023,-27.0397212726,152.864269498,190004
8950023,-27.0397208355,152.86569619,190005
8950023,-27.0397213185,152.866203346,190006
8950023,-27.0398049527,152.866806189,190007
8950023,-27.0399037675,152.867233576,190008
8950023,-27.0400738485,152.867599377,190009
8950023,-27.0402925774,152.867853204,190010
8950023,-27.0407813616,152.868216618,190011
8950023,-27.0412500701,152.868353196,190012
8950023,-27.0426308074,152.868648022,190013
8950023,-27.0432955272,152.868884198,190014
8950023,-27.0436632833,152.869201385,190015
8950023,-27.0439877449,152.869565005,190016
8950023,-27.0444571481,152.870455805,190017
8950023,-27.0451039343,152.871817291,190018
8950023,-27.0452883201,152.873038148,190019
8950023,-27.0453874102,152.873793264,190020
8950023,-27.0453874102,152.873793264,200001
8950023,-27.0456701059,152.875939653,200002
