service_id,date,exception_type
GOOGLE-BUND_MUL-Weekday-03,20130624,2
GOOGLE-BUND_MUL-Weekday-03,20130625,2
GOOGLE-BUND_MUL-Weekday-03,20130626,2
GOOGLE-BUND_MUL-Weekday-03,20130627,2
GOOGLE-BUND_MUL-Weekday-03,20130628,2
GOOGLE-BUND_MUL-Weekday-03,20130701,2
GOOGLE-BUND_MUL-Weekday-03,20130702,2
GOOGLE-BUND_MUL-Weekday-03,20130703,2
GOOGLE-BUND_MUL-Weekday-03,20130704,2
GOOGLE-BUND_MUL-Weekday-03,20130705,2
GOOGLE-BUND_MUL-Weekday-03,20130923,2
GOOGLE-BUND_MUL-Weekday-03,20130924,2
GOOGLE-BUND_MUL-Weekday-03,20130925,2
GOOGLE-BUND_MUL-Weekday-03,20130926,2
GOOGLE-BUND_MUL-Weekday-03,20130927,2
GOOGLE-BUND_MUL-Weekday-03,20130930,2
GOOGLE-BUND_MUL-Weekday-03,20131001,2
GOOGLE-BUND_MUL-Weekday-03,20131002,2
GOOGLE-BUND_MUL-Weekday-03,20131003,2
GOOGLE-BUND_MUL-Weekday-03,20131004,2
GOOGLE-BUND_MUL-Weekday-03,20131007,2
GOOGLE-BUND_MUL-Weekday-04,20130708,2
GOOGLE-BUND_MUL-Weekday-04,20130709,2
GOOGLE-BUND_MUL-Weekday-04,20130710,2
GOOGLE-BUND_MUL-Weekday-04,20130711,2
GOOGLE-BUND_MUL-Weekday-04,20130712,2
GOOGLE-BUND_MUL-Weekday-04,20130715,2
GOOGLE-BUND_MUL-Weekday-04,20130716,2
GOOGLE-BUND_MUL-Weekday-04,20130717,2
GOOGLE-BUND_MUL-Weekday-04,20130718,2
GOOGLE-BUND_MUL-Weekday-04,20130719,2
GOOGLE-BUND_MUL-Weekday-04,20130722,2
GOOGLE-BUND_MUL-Weekday-04,20130723,2
GOOGLE-BUND_MUL-Weekday-04,20130724,2
GOOGLE-BUND_MUL-Weekday-04,20130725,2
GOOGLE-BUND_MUL-Weekday-04,20130726,2
GOOGLE-BUND_MUL-Weekday-04,20130729,2
GOOGLE-BUND_MUL-Weekday-04,20130730,2
GOOGLE-BUND_MUL-Weekday-04,20130731,2
GOOGLE-BUND_MUL-Weekday-04,20130801,2
GOOGLE-BUND_MUL-Weekday-04,20130802,2
GOOGLE-BUND_MUL-Weekday-04,20130805,2
GOOGLE-BUND_MUL-Weekday-04,20130806,2
GOOGLE-BUND_MUL-Weekday-04,20130807,2
GOOGLE-BUND_MUL-Weekday-04,20130808,2
GOOGLE-BUND_MUL-Weekday-04,20130809,2
GOOGLE-BUND_MUL-Weekday-04,20130812,2
GOOGLE-BUND_MUL-Weekday-04,20130813,2
GOOGLE-BUND_MUL-Weekday-04,20130814,2
GOOGLE-BUND_MUL-Weekday-04,20130815,2
GOOGLE-BUND_MUL-Weekday-04,20130816,2
GOOGLE-BUND_MUL-Weekday-04,20130819,2
GOOGLE-BUND_MUL-Weekday-04,20130820,2
GOOGLE-BUND_MUL-Weekday-04,20130821,2
GOOGLE-BUND_MUL-Weekday-04,20130822,2
GOOGLE-BUND_MUL-Weekday-04,20130823,2
GOOGLE-BUND_MUL-Weekday-04,20130826,2
GOOGLE-BUND_MUL-Weekday-04,20130827,2
GOOGLE-BUND_MUL-Weekday-04,20130828,2
GOOGLE-BUND_MUL-Weekday-04,20130829,2
GOOGLE-BUND_MUL-Weekday-04,20130830,2
GOOGLE-BUND_MUL-Weekday-04,20130902,2
GOOGLE-BUND_MUL-Weekday-04,20130903,2
GOOGLE-BUND_MUL-Weekday-04,20130904,2
GOOGLE-BUND_MUL-Weekday-04,20130905,2
GOOGLE-BUND_MUL-Weekday-04,20130906,2
GOOGLE-BUND_MUL-Weekday-04,20130909,2
GOOGLE-BUND_MUL-Weekday-04,20130910,2
GOOGLE-BUND_MUL-Weekday-04,20130911,2
