service_id,date,exception_type
GOOGLE-MACY_MUL-Weekday-02,20130712,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130712,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130712,2
GOOGLE-MACY_MUL-Weekday-02,20130715,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130715,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130715,2
GOOGLE-MACY_MUL-Weekday-02,20130716,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130716,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130716,2
GOOGLE-MACY_MUL-Weekday-02,20130717,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130717,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130717,2
GOOGLE-MACY_MUL-Weekday-02,20130718,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130718,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130718,2
GOOGLE-MACY_MUL-Weekday-02,20130719,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130719,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130719,2
GOOGLE-MACY_MUL-Weekday-02,20130722,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130722,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130722,2
GOOGLE-MACY_MUL-Weekday-02,20130723,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130723,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130723,2
GOOGLE-MACY_MUL-Weekday-02,20130724,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130724,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130724,2
GOOGLE-MACY_MUL-Weekday-02,20130725,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130725,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130725,2
GOOGLE-MACY_MUL-Weekday-02,20130726,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130726,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130726,2
GOOGLE-MACY_MUL-Weekday-02,20130729,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130729,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130729,2
GOOGLE-MACY_MUL-Weekday-02,20130730,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130730,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130730,2
GOOGLE-MACY_MUL-Weekday-02,20130731,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130731,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130731,2
GOOGLE-MACY_MUL-Weekday-02,20130801,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130801,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130801,2
GOOGLE-MACY_MUL-Weekday-02,20130802,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130802,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130802,2
GOOGLE-MACY_MUL-Weekday-02,20130805,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130805,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130805,2
GOOGLE-MACY_MUL-Weekday-02,20130806,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130806,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130806,2
GOOGLE-MACY_MUL-Weekday-02,20130807,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130807,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130807,2
GOOGLE-MACY_MUL-Weekday-02,20130808,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130808,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130808,2
GOOGLE-MACY_MUL-Weekday-02,20130809,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130809,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130809,2
GOOGLE-MACY_MUL-Weekday-02,20130812,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130812,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130812,2
GOOGLE-MACY_MUL-Weekday-02,20130813,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130813,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130813,2
GOOGLE-MACY_MUL-Weekday-02,20130814,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130814,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130814,2
GOOGLE-MACY_MUL-Weekday-02,20130815,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130815,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130815,2
GOOGLE-MACY_MUL-Weekday-02,20130816,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130816,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130816,2
GOOGLE-MACY_MUL-Weekday-02,20130819,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130819,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130819,2
GOOGLE-MACY_MUL-Weekday-02,20130820,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130820,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130820,2
GOOGLE-MACY_MUL-Weekday-02,20130821,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130821,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130821,2
GOOGLE-MACY_MUL-Weekday-02,20130822,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130822,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130822,2
GOOGLE-MACY_MUL-Weekday-02,20130823,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130823,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130823,2
GOOGLE-MACY_MUL-Weekday-02,20130826,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130826,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130826,2
GOOGLE-MACY_MUL-Weekday-02,20130827,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130827,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130827,2
GOOGLE-MACY_MUL-Weekday-02,20130828,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130828,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130828,2
GOOGLE-MACY_MUL-Weekday-02,20130829,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130829,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130829,2
GOOGLE-MACY_MUL-Weekday-02,20130830,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130830,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130830,2
GOOGLE-MACY_MUL-Weekday-02,20130902,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130902,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130902,2
GOOGLE-MACY_MUL-Weekday-02,20130903,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130903,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130903,2
GOOGLE-MACY_MUL-Weekday-02,20130904,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130904,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130904,2
GOOGLE-MACY_MUL-Weekday-02,20130905,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130905,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130905,2
GOOGLE-MACY_MUL-Weekday-02,20130906,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130906,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130906,2
GOOGLE-MACY_MUL-Weekday-02,20130909,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130909,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130909,2
GOOGLE-MACY_MUL-Weekday-02,20130910,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130910,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130910,2
GOOGLE-MACY_MUL-Weekday-02,20130911,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130911,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130911,2
GOOGLE-MACY_MUL-Weekday-02,20130912,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130912,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130912,2
GOOGLE-MACY_MUL-Weekday-02,20130913,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130913,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130913,2
GOOGLE-MACY_MUL-Weekday-02,20130916,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130916,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130916,2
GOOGLE-MACY_MUL-Weekday-02,20130917,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130917,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130917,2
GOOGLE-MACY_MUL-Weekday-02,20130918,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130918,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130918,2
GOOGLE-MACY_MUL-Weekday-02,20130919,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130919,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130919,2
GOOGLE-MACY_MUL-Weekday-02,20130920,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20130920,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20130920,2
GOOGLE-MACY_MUL-Weekday-02,20131007,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131007,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131007,2
GOOGLE-MACY_MUL-Weekday-02,20131008,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131008,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131008,2
GOOGLE-MACY_MUL-Weekday-02,20131009,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131009,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131009,2
GOOGLE-MACY_MUL-Weekday-02,20131010,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131010,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131010,2
GOOGLE-MACY_MUL-Weekday-02,20131011,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131011,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131011,2
GOOGLE-MACY_MUL-Weekday-02,20131014,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131014,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131014,2
GOOGLE-MACY_MUL-Weekday-02,20131015,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131015,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131015,2
GOOGLE-MACY_MUL-Weekday-02,20131016,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131016,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131016,2
GOOGLE-MACY_MUL-Weekday-02,20131017,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131017,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131017,2
GOOGLE-MACY_MUL-Weekday-02,20131018,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131018,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131018,2
GOOGLE-MACY_MUL-Weekday-02,20131021,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131021,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131021,2
GOOGLE-MACY_MUL-Weekday-02,20131022,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131022,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131022,2
GOOGLE-MACY_MUL-Weekday-02,20131023,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131023,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131023,2
GOOGLE-MACY_MUL-Weekday-02,20131024,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131024,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131024,2
GOOGLE-MACY_MUL-Weekday-02,20131025,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131025,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131025,2
GOOGLE-MACY_MUL-Weekday-02,20131028,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131028,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131028,2
GOOGLE-MACY_MUL-Weekday-02,20131029,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131029,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131029,2
GOOGLE-MACY_MUL-Weekday-02,20131030,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131030,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131030,2
GOOGLE-MACY_MUL-Weekday-02,20131031,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131031,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131031,2
GOOGLE-MACY_MUL-Weekday-02,20131101,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131101,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131101,2
GOOGLE-MACY_MUL-Weekday-02,20131104,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131104,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131104,2
GOOGLE-MACY_MUL-Weekday-02,20131105,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131105,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131105,2
GOOGLE-MACY_MUL-Weekday-02,20131106,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131106,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131106,2
GOOGLE-MACY_MUL-Weekday-02,20131107,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131107,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131107,2
GOOGLE-MACY_MUL-Weekday-02,20131108,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131108,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131108,2
GOOGLE-MACY_MUL-Weekday-02,20131111,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131111,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131111,2
GOOGLE-MACY_MUL-Weekday-02,20131112,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131112,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131112,2
GOOGLE-MACY_MUL-Weekday-02,20131113,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131113,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131113,2
GOOGLE-MACY_MUL-Weekday-02,20131114,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131114,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131114,2
GOOGLE-MACY_MUL-Weekday-02,20131115,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131115,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131115,2
GOOGLE-MACY_MUL-Weekday-02,20131118,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131118,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131118,2
GOOGLE-MACY_MUL-Weekday-02,20131119,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131119,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131119,2
GOOGLE-MACY_MUL-Weekday-02,20131120,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131120,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131120,2
GOOGLE-MACY_MUL-Weekday-02,20131121,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131121,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131121,2
GOOGLE-MACY_MUL-Weekday-02,20131122,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131122,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131122,2
GOOGLE-MACY_MUL-Weekday-02,20131125,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131125,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131125,2
GOOGLE-MACY_MUL-Weekday-02,20131126,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131126,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131126,2
GOOGLE-MACY_MUL-Weekday-02,20131127,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131127,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131127,2
GOOGLE-MACY_MUL-Weekday-02,20131128,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131128,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131128,2
GOOGLE-MACY_MUL-Weekday-02,20131129,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131129,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131129,2
GOOGLE-MACY_MUL-Weekday-02,20131202,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131202,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131202,2
GOOGLE-MACY_MUL-Weekday-02,20131203,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131203,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131203,2
GOOGLE-MACY_MUL-Weekday-02,20131204,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131204,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131204,2
GOOGLE-MACY_MUL-Weekday-02,20131205,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131205,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131205,2
GOOGLE-MACY_MUL-Weekday-02,20131206,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131206,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131206,2
GOOGLE-MACY_MUL-Weekday-02,20131209,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131209,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131209,2
GOOGLE-MACY_MUL-Weekday-02,20131210,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131210,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131210,2
GOOGLE-MACY_MUL-Weekday-02,20131211,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131211,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131211,2
GOOGLE-MACY_MUL-Weekday-02,20131212,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131212,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131212,2
GOOGLE-MACY_MUL-Weekday-02,20131213,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131213,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131213,2
GOOGLE-MACY_MUL-Weekday-02,20131225,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131225,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131225,2
GOOGLE-MACY_MUL-Weekday-02,20131226,2
GOOGLE-MACY_MUL-Weekday-02-0100100,20131226,2
GOOGLE-MACY_MUL-Weekday-02-0001000,20131226,2
